,State,Hourly Demand Met (in MW),DateTime
152964,West Bengal,5752.36,2017-06-18 12:00:00
152965,West Bengal,6040.18,2017-06-18 13:00:00
152966,West Bengal,6347.44,2017-06-18 14:00:00
152967,West Bengal,6557.75,2017-06-18 15:00:00
152968,West Bengal,6229.93,2017-06-18 16:00:00
152969,West Bengal,5652.29,2017-06-18 17:00:00
152970,West Bengal,5848.53,2017-06-18 18:00:00
152971,West Bengal,7010.37,2017-06-18 19:00:00
152972,West Bengal,7229.64,2017-06-18 20:00:00
152973,West Bengal,7309.46,2017-06-18 21:00:00
152974,West Bengal,7262.82,2017-06-18 22:00:00
152975,West Bengal,7236.66,2017-06-18 23:00:00
152976,West Bengal,7043.67,2017-06-19 00:00:00
152977,West Bengal,6755.91,2017-06-19 01:00:00
152978,West Bengal,6573.18,2017-06-19 02:00:00
152979,West Bengal,6438.06,2017-06-19 03:00:00
152980,West Bengal,6198.64,2017-06-19 04:00:00
152981,West Bengal,5565.58,2017-06-19 05:00:00
152982,West Bengal,5013.93,2017-06-19 06:00:00
152983,West Bengal,4875.23,2017-06-19 07:00:00
152984,West Bengal,4977.35,2017-06-19 08:00:00
152985,West Bengal,5485.07,2017-06-19 09:00:00
152986,West Bengal,5948.64,2017-06-19 10:00:00
152987,West Bengal,6331.1,2017-06-19 11:00:00
152988,West Bengal,6596.98,2017-06-19 12:00:00
152989,West Bengal,6723.22,2017-06-19 13:00:00
152990,West Bengal,7032.18,2017-06-19 14:00:00
152991,West Bengal,7076.72,2017-06-19 15:00:00
152992,West Bengal,6385.29,2017-06-19 16:00:00
152993,West Bengal,5654.08,2017-06-19 17:00:00
152994,West Bengal,5571.96,2017-06-19 18:00:00
152995,West Bengal,5566.17,2017-06-19 19:00:00
152996,West Bengal,5467.23,2017-06-19 20:00:00
152997,West Bengal,5511.56,2017-06-19 21:00:00
152998,West Bengal,5343.24,2017-06-19 22:00:00
152999,West Bengal,5112.92,2017-06-19 23:00:00
153000,West Bengal,4839.88,2017-06-20 00:00:00
153001,West Bengal,4549.8,2017-06-20 01:00:00
153002,West Bengal,4384.79,2017-06-20 02:00:00
153003,West Bengal,4200.14,2017-06-20 03:00:00
153004,West Bengal,4108.91,2017-06-20 04:00:00
153005,West Bengal,3901.05,2017-06-20 05:00:00
153006,West Bengal,3837.39,2017-06-20 06:00:00
153007,West Bengal,3903.57,2017-06-20 07:00:00
153008,West Bengal,4042.76,2017-06-20 08:00:00
153009,West Bengal,4303.49,2017-06-20 09:00:00
153010,West Bengal,4496.31,2017-06-20 10:00:00
153011,West Bengal,4774.61,2017-06-20 11:00:00
153012,West Bengal,4965.4,2017-06-20 12:00:00
153013,West Bengal,5007.84,2017-06-20 13:00:00
153014,West Bengal,5167.08,2017-06-20 14:00:00
153015,West Bengal,5246.21,2017-06-20 15:00:00
153016,West Bengal,5208.12,2017-06-20 16:00:00
153017,West Bengal,5109.17,2017-06-20 17:00:00
153018,West Bengal,5584.25,2017-06-20 18:00:00
153019,West Bengal,6661.84,2017-06-20 19:00:00
153020,West Bengal,6799.99,2017-06-20 20:00:00
153021,West Bengal,6778.79,2017-06-20 21:00:00
153022,West Bengal,6535.57,2017-06-20 22:00:00
153023,West Bengal,6268.05,2017-06-20 23:00:00
153024,West Bengal,5921.71,2017-06-21 00:00:00
153025,West Bengal,5646.23,2017-06-21 01:00:00
153026,West Bengal,5460.04,2017-06-21 02:00:00
153027,West Bengal,5355.66,2017-06-21 03:00:00
153028,West Bengal,5149.84,2017-06-21 04:00:00
153029,West Bengal,4660.42,2017-06-21 05:00:00
153030,West Bengal,4340.43,2017-06-21 06:00:00
153031,West Bengal,4437.93,2017-06-21 07:00:00
153032,West Bengal,4669.97,2017-06-21 08:00:00
153033,West Bengal,5090.12,2017-06-21 09:00:00
153034,West Bengal,5454.59,2017-06-21 10:00:00
153035,West Bengal,5728.05,2017-06-21 11:00:00
153036,West Bengal,5841.05,2017-06-21 12:00:00
153037,West Bengal,5823.99,2017-06-21 13:00:00
153038,West Bengal,6034.05,2017-06-21 14:00:00
153039,West Bengal,6016.55,2017-06-21 15:00:00
153040,West Bengal,5964.79,2017-06-21 16:00:00
153041,West Bengal,5865.99,2017-06-21 17:00:00
153042,West Bengal,6172.8,2017-06-21 18:00:00
153043,West Bengal,7029.59,2017-06-21 19:00:00
153044,West Bengal,7130.34,2017-06-21 20:00:00
153045,West Bengal,7086.14,2017-06-21 21:00:00
153046,West Bengal,6969.99,2017-06-21 22:00:00
153047,West Bengal,6871.77,2017-06-21 23:00:00
153048,West Bengal,6562.27,2017-06-22 00:00:00
153049,West Bengal,6296.59,2017-06-22 01:00:00
153050,West Bengal,6105.5,2017-06-22 02:00:00
153051,West Bengal,5952.85,2017-06-22 03:00:00
153052,West Bengal,5756.93,2017-06-22 04:00:00
153053,West Bengal,5166.71,2017-06-22 05:00:00
153054,West Bengal,4755.32,2017-06-22 06:00:00
153055,West Bengal,4763.01,2017-06-22 07:00:00
153056,West Bengal,4968.89,2017-06-22 08:00:00
153057,West Bengal,5314.7,2017-06-22 09:00:00
153058,West Bengal,5720.91,2017-06-22 10:00:00
153059,West Bengal,6055.73,2017-06-22 11:00:00
153060,West Bengal,6291.74,2017-06-22 12:00:00
153061,West Bengal,6316.71,2017-06-22 13:00:00
153062,West Bengal,6393.42,2017-06-22 14:00:00
153063,West Bengal,6287.15,2017-06-22 15:00:00
153064,West Bengal,6059.41,2017-06-22 16:00:00
153065,West Bengal,5759.9,2017-06-22 17:00:00
153066,West Bengal,6233.9,2017-06-22 18:00:00
153067,West Bengal,7192.68,2017-06-22 19:00:00
153068,West Bengal,7270.54,2017-06-22 20:00:00
153069,West Bengal,7317.92,2017-06-22 21:00:00
153070,West Bengal,7271.37,2017-06-22 22:00:00
153071,West Bengal,7168.55,2017-06-22 23:00:00
153072,West Bengal,6832.66,2017-06-23 00:00:00
153073,West Bengal,6538.35,2017-06-23 01:00:00
153074,West Bengal,6372.96,2017-06-23 02:00:00
153075,West Bengal,6192.57,2017-06-23 03:00:00
153076,West Bengal,6007.29,2017-06-23 04:00:00
153077,West Bengal,5401.09,2017-06-23 05:00:00
153078,West Bengal,4976.97,2017-06-23 06:00:00
153079,West Bengal,4981.91,2017-06-23 07:00:00
153080,West Bengal,5170.29,2017-06-23 08:00:00
153081,West Bengal,5585.36,2017-06-23 09:00:00
153082,West Bengal,5940.13,2017-06-23 10:00:00
153083,West Bengal,6168.72,2017-06-23 11:00:00
153084,West Bengal,6236.04,2017-06-23 12:00:00
153085,West Bengal,6100.09,2017-06-23 13:00:00
153086,West Bengal,6107.52,2017-06-23 14:00:00
153087,West Bengal,5810.0,2017-06-23 15:00:00
153088,West Bengal,5555.53,2017-06-23 16:00:00
153089,West Bengal,5569.14,2017-06-23 17:00:00
153090,West Bengal,5879.73,2017-06-23 18:00:00
153091,West Bengal,6700.72,2017-06-23 19:00:00
153092,West Bengal,6779.54,2017-06-23 20:00:00
153093,West Bengal,6786.01,2017-06-23 21:00:00
153094,West Bengal,6682.65,2017-06-23 22:00:00
153095,West Bengal,6556.33,2017-06-23 23:00:00
153096,West Bengal,6231.07,2017-06-24 00:00:00
153097,West Bengal,6011.21,2017-06-24 01:00:00
153098,West Bengal,5899.25,2017-06-24 02:00:00
153099,West Bengal,5746.1,2017-06-24 03:00:00
153100,West Bengal,5554.7,2017-06-24 04:00:00
153101,West Bengal,4992.71,2017-06-24 05:00:00
153102,West Bengal,4643.05,2017-06-24 06:00:00
153103,West Bengal,4719.37,2017-06-24 07:00:00
153104,West Bengal,4900.06,2017-06-24 08:00:00
153105,West Bengal,5181.59,2017-06-24 09:00:00
153106,West Bengal,5500.12,2017-06-24 10:00:00
153107,West Bengal,5750.03,2017-06-24 11:00:00
153108,West Bengal,5958.61,2017-06-24 12:00:00
153109,West Bengal,5889.62,2017-06-24 13:00:00
153110,West Bengal,5954.56,2017-06-24 14:00:00
153111,West Bengal,5861.32,2017-06-24 15:00:00
153112,West Bengal,5658.56,2017-06-24 16:00:00
153113,West Bengal,5462.51,2017-06-24 17:00:00
153114,West Bengal,5893.98,2017-06-24 18:00:00
153115,West Bengal,6887.07,2017-06-24 19:00:00
153116,West Bengal,7010.69,2017-06-24 20:00:00
153117,West Bengal,7059.68,2017-06-24 21:00:00
153118,West Bengal,6930.44,2017-06-24 22:00:00
153119,West Bengal,6814.29,2017-06-24 23:00:00
153120,West Bengal,6464.21,2017-06-25 00:00:00
153121,West Bengal,6199.24,2017-06-25 01:00:00
153122,West Bengal,6043.54,2017-06-25 02:00:00
153123,West Bengal,5928.61,2017-06-25 03:00:00
153124,West Bengal,5721.99,2017-06-25 04:00:00
153125,West Bengal,5131.52,2017-06-25 05:00:00
153126,West Bengal,4630.03,2017-06-25 06:00:00
153127,West Bengal,4533.41,2017-06-25 07:00:00
153128,West Bengal,4558.13,2017-06-25 08:00:00
153129,West Bengal,4682.41,2017-06-25 09:00:00
153130,West Bengal,4862.84,2017-06-25 10:00:00
153131,West Bengal,5021.64,2017-06-25 11:00:00
153132,West Bengal,5149.35,2017-06-25 12:00:00
153133,West Bengal,5196.13,2017-06-25 13:00:00
153134,West Bengal,5360.39,2017-06-25 14:00:00
153135,West Bengal,5356.84,2017-06-25 15:00:00
153136,West Bengal,5238.16,2017-06-25 16:00:00
153137,West Bengal,4914.97,2017-06-25 17:00:00
153138,West Bengal,5265.74,2017-06-25 18:00:00
153139,West Bengal,6409.94,2017-06-25 19:00:00
153140,West Bengal,6822.82,2017-06-25 20:00:00
153141,West Bengal,6928.58,2017-06-25 21:00:00
153142,West Bengal,6929.37,2017-06-25 22:00:00
153143,West Bengal,6840.01,2017-06-25 23:00:00
153144,West Bengal,6504.6,2017-06-26 00:00:00
153145,West Bengal,6197.06,2017-06-26 01:00:00
153146,West Bengal,6064.46,2017-06-26 02:00:00
153147,West Bengal,5935.03,2017-06-26 03:00:00
153148,West Bengal,5771.8,2017-06-26 04:00:00
153149,West Bengal,5051.6,2017-06-26 05:00:00
153150,West Bengal,4508.96,2017-06-26 06:00:00
153151,West Bengal,4450.59,2017-06-26 07:00:00
153152,West Bengal,4576.51,2017-06-26 08:00:00
153153,West Bengal,4783.55,2017-06-26 09:00:00
153154,West Bengal,5015.13,2017-06-26 10:00:00
153155,West Bengal,5254.74,2017-06-26 11:00:00
153156,West Bengal,5442.88,2017-06-26 12:00:00
153157,West Bengal,5543.8,2017-06-26 13:00:00
153158,West Bengal,5657.39,2017-06-26 14:00:00
153159,West Bengal,5705.72,2017-06-26 15:00:00
153160,West Bengal,5456.36,2017-06-26 16:00:00
153161,West Bengal,5130.92,2017-06-26 17:00:00
153162,West Bengal,5460.74,2017-06-26 18:00:00
153163,West Bengal,6663.38,2017-06-26 19:00:00
153164,West Bengal,6828.58,2017-06-26 20:00:00
153165,West Bengal,6935.7,2017-06-26 21:00:00
153166,West Bengal,6922.39,2017-06-26 22:00:00
153167,West Bengal,6850.79,2017-06-26 23:00:00
153168,West Bengal,6534.39,2017-06-27 00:00:00
153169,West Bengal,6236.07,2017-06-27 01:00:00
153170,West Bengal,6039.34,2017-06-27 02:00:00
153171,West Bengal,5876.79,2017-06-27 03:00:00
153172,West Bengal,5729.51,2017-06-27 04:00:00
153173,West Bengal,5135.61,2017-06-27 05:00:00
153174,West Bengal,4718.7,2017-06-27 06:00:00
153175,West Bengal,4662.8,2017-06-27 07:00:00
153176,West Bengal,4789.56,2017-06-27 08:00:00
153177,West Bengal,5157.31,2017-06-27 09:00:00
153178,West Bengal,5516.59,2017-06-27 10:00:00
153179,West Bengal,5678.07,2017-06-27 11:00:00
153180,West Bengal,5826.09,2017-06-27 12:00:00
153181,West Bengal,5873.85,2017-06-27 13:00:00
153182,West Bengal,6052.03,2017-06-27 14:00:00
153183,West Bengal,6101.75,2017-06-27 15:00:00
153184,West Bengal,6122.67,2017-06-27 16:00:00
153185,West Bengal,5831.89,2017-06-27 17:00:00
153186,West Bengal,6046.86,2017-06-27 18:00:00
153187,West Bengal,7339.91,2017-06-27 19:00:00
153188,West Bengal,7394.93,2017-06-27 20:00:00
153189,West Bengal,7396.15,2017-06-27 21:00:00
153190,West Bengal,7335.53,2017-06-27 22:00:00
153191,West Bengal,7223.35,2017-06-27 23:00:00
153192,West Bengal,6899.01,2017-06-28 00:00:00
153193,West Bengal,6604.98,2017-06-28 01:00:00
153194,West Bengal,6390.82,2017-06-28 02:00:00
153195,West Bengal,6258.66,2017-06-28 03:00:00
153196,West Bengal,6114.77,2017-06-28 04:00:00
153197,West Bengal,5486.79,2017-06-28 05:00:00
153198,West Bengal,5053.96,2017-06-28 06:00:00
153199,West Bengal,4985.82,2017-06-28 07:00:00
153200,West Bengal,5114.56,2017-06-28 08:00:00
153201,West Bengal,5385.56,2017-06-28 09:00:00
153202,West Bengal,5656.08,2017-06-28 10:00:00
153203,West Bengal,5891.52,2017-06-28 11:00:00
153204,West Bengal,6047.14,2017-06-28 12:00:00
153205,West Bengal,6022.42,2017-06-28 13:00:00
153206,West Bengal,6197.98,2017-06-28 14:00:00
153207,West Bengal,6351.2,2017-06-28 15:00:00
153208,West Bengal,6182.31,2017-06-28 16:00:00
153209,West Bengal,5935.91,2017-06-28 17:00:00
153210,West Bengal,6154.99,2017-06-28 18:00:00
153211,West Bengal,7320.75,2017-06-28 19:00:00
153212,West Bengal,7388.15,2017-06-28 20:00:00
153213,West Bengal,7349.2,2017-06-28 21:00:00
153214,West Bengal,7208.55,2017-06-28 22:00:00
153215,West Bengal,7075.27,2017-06-28 23:00:00
153216,West Bengal,6782.15,2017-06-29 00:00:00
153217,West Bengal,6469.7,2017-06-29 01:00:00
153218,West Bengal,6325.48,2017-06-29 02:00:00
153219,West Bengal,6196.46,2017-06-29 03:00:00
153220,West Bengal,6060.62,2017-06-29 04:00:00
153221,West Bengal,5457.23,2017-06-29 05:00:00
153222,West Bengal,5047.81,2017-06-29 06:00:00
153223,West Bengal,5040.03,2017-06-29 07:00:00
153224,West Bengal,5215.32,2017-06-29 08:00:00
153225,West Bengal,5522.7,2017-06-29 09:00:00
153226,West Bengal,5848.07,2017-06-29 10:00:00
153227,West Bengal,6050.79,2017-06-29 11:00:00
153228,West Bengal,6215.86,2017-06-29 12:00:00
153229,West Bengal,6263.91,2017-06-29 13:00:00
153230,West Bengal,6514.91,2017-06-29 14:00:00
153231,West Bengal,6636.76,2017-06-29 15:00:00
153232,West Bengal,6402.06,2017-06-29 16:00:00
153233,West Bengal,6067.22,2017-06-29 17:00:00
153234,West Bengal,6297.19,2017-06-29 18:00:00
153235,West Bengal,7580.5,2017-06-29 19:00:00
153236,West Bengal,7645.2,2017-06-29 20:00:00
153237,West Bengal,7598.37,2017-06-29 21:00:00
153238,West Bengal,7478.57,2017-06-29 22:00:00
153239,West Bengal,7337.73,2017-06-29 23:00:00
153240,West Bengal,6992.81,2017-06-30 00:00:00
153241,West Bengal,6702.52,2017-06-30 01:00:00
153242,West Bengal,6505.74,2017-06-30 02:00:00
153243,West Bengal,6343.32,2017-06-30 03:00:00
153244,West Bengal,6207.78,2017-06-30 04:00:00
153245,West Bengal,5585.44,2017-06-30 05:00:00
153246,West Bengal,5140.88,2017-06-30 06:00:00
153247,West Bengal,5156.77,2017-06-30 07:00:00
153248,West Bengal,5323.97,2017-06-30 08:00:00
153249,West Bengal,5656.02,2017-06-30 09:00:00
153250,West Bengal,5957.71,2017-06-30 10:00:00
153251,West Bengal,6193.04,2017-06-30 11:00:00
153252,West Bengal,6350.07,2017-06-30 12:00:00
153253,West Bengal,6346.92,2017-06-30 13:00:00
153254,West Bengal,6501.77,2017-06-30 14:00:00
153255,West Bengal,6563.41,2017-06-30 15:00:00
153256,West Bengal,6378.42,2017-06-30 16:00:00
153257,West Bengal,6135.13,2017-06-30 17:00:00
153258,West Bengal,6465.15,2017-06-30 18:00:00
153259,West Bengal,7623.47,2017-06-30 19:00:00
153260,West Bengal,7649.61,2017-06-30 20:00:00
153261,West Bengal,7671.1,2017-06-30 21:00:00
153262,West Bengal,7619.07,2017-06-30 22:00:00
153263,West Bengal,7519.63,2017-06-30 23:00:00
153264,West Bengal,7174.35,2017-07-01 00:00:00
153265,West Bengal,6882.13,2017-07-01 01:00:00
153266,West Bengal,6667.81,2017-07-01 02:00:00
153267,West Bengal,6490.48,2017-07-01 03:00:00
153268,West Bengal,6313.61,2017-07-01 04:00:00
153269,West Bengal,5704.68,2017-07-01 05:00:00
153270,West Bengal,5289.14,2017-07-01 06:00:00
153271,West Bengal,5124.23,2017-07-01 07:00:00
153272,West Bengal,5150.42,2017-07-01 08:00:00
153273,West Bengal,5408.81,2017-07-01 09:00:00
153274,West Bengal,5709.94,2017-07-01 10:00:00
153275,West Bengal,5932.74,2017-07-01 11:00:00
153276,West Bengal,5966.02,2017-07-01 12:00:00
153277,West Bengal,5847.56,2017-07-01 13:00:00
153278,West Bengal,5973.72,2017-07-01 14:00:00
153279,West Bengal,6173.39,2017-07-01 15:00:00
153280,West Bengal,6096.38,2017-07-01 16:00:00
153281,West Bengal,5905.66,2017-07-01 17:00:00
153282,West Bengal,6398.15,2017-07-01 18:00:00
153283,West Bengal,7334.81,2017-07-01 19:00:00
153284,West Bengal,7305.88,2017-07-01 20:00:00
153285,West Bengal,7293.7,2017-07-01 21:00:00
153286,West Bengal,7158.94,2017-07-01 22:00:00
153287,West Bengal,6889.68,2017-07-01 23:00:00
153288,West Bengal,6579.24,2017-07-02 00:00:00
153289,West Bengal,6331.86,2017-07-02 01:00:00
153290,West Bengal,6139.97,2017-07-02 02:00:00
153291,West Bengal,5976.11,2017-07-02 03:00:00
153292,West Bengal,5843.57,2017-07-02 04:00:00
153293,West Bengal,5323.14,2017-07-02 05:00:00
153294,West Bengal,4884.32,2017-07-02 06:00:00
153295,West Bengal,4761.78,2017-07-02 07:00:00
153296,West Bengal,4748.47,2017-07-02 08:00:00
153297,West Bengal,4836.71,2017-07-02 09:00:00
153298,West Bengal,4984.59,2017-07-02 10:00:00
153299,West Bengal,5060.34,2017-07-02 11:00:00
153300,West Bengal,5177.41,2017-07-02 12:00:00
153301,West Bengal,5249.78,2017-07-02 13:00:00
153302,West Bengal,5359.18,2017-07-02 14:00:00
153303,West Bengal,5335.26,2017-07-02 15:00:00
153304,West Bengal,5134.05,2017-07-02 16:00:00
153305,West Bengal,5023.23,2017-07-02 17:00:00
153306,West Bengal,5577.64,2017-07-02 18:00:00
153307,West Bengal,6651.79,2017-07-02 19:00:00
153308,West Bengal,6839.56,2017-07-02 20:00:00
153309,West Bengal,6936.18,2017-07-02 21:00:00
153310,West Bengal,6798.54,2017-07-02 22:00:00
153311,West Bengal,6695.54,2017-07-02 23:00:00
153312,West Bengal,6384.62,2017-07-03 00:00:00
153313,West Bengal,6051.22,2017-07-03 01:00:00
153314,West Bengal,5904.0,2017-07-03 02:00:00
153315,West Bengal,5736.34,2017-07-03 03:00:00
153316,West Bengal,5600.54,2017-07-03 04:00:00
153317,West Bengal,5083.67,2017-07-03 05:00:00
153318,West Bengal,4773.66,2017-07-03 06:00:00
153319,West Bengal,4757.83,2017-07-03 07:00:00
153320,West Bengal,4881.7,2017-07-03 08:00:00
153321,West Bengal,5163.8,2017-07-03 09:00:00
153322,West Bengal,5436.78,2017-07-03 10:00:00
153323,West Bengal,5767.68,2017-07-03 11:00:00
153324,West Bengal,5927.71,2017-07-03 12:00:00
153325,West Bengal,5990.98,2017-07-03 13:00:00
153326,West Bengal,6188.71,2017-07-03 14:00:00
153327,West Bengal,6313.57,2017-07-03 15:00:00
153328,West Bengal,5996.58,2017-07-03 16:00:00
153329,West Bengal,5677.82,2017-07-03 17:00:00
153330,West Bengal,6062.55,2017-07-03 18:00:00
153331,West Bengal,7030.86,2017-07-03 19:00:00
153332,West Bengal,7171.26,2017-07-03 20:00:00
153333,West Bengal,7068.29,2017-07-03 21:00:00
153334,West Bengal,6966.63,2017-07-03 22:00:00
153335,West Bengal,6786.69,2017-07-03 23:00:00
153336,West Bengal,6450.61,2017-07-04 00:00:00
153337,West Bengal,6100.85,2017-07-04 01:00:00
153338,West Bengal,5862.61,2017-07-04 02:00:00
153339,West Bengal,5676.27,2017-07-04 03:00:00
153340,West Bengal,5534.16,2017-07-04 04:00:00
153341,West Bengal,5049.88,2017-07-04 05:00:00
153342,West Bengal,4667.12,2017-07-04 06:00:00
153343,West Bengal,4679.36,2017-07-04 07:00:00
153344,West Bengal,4815.99,2017-07-04 08:00:00
153345,West Bengal,5198.83,2017-07-04 09:00:00
153346,West Bengal,5519.68,2017-07-04 10:00:00
153347,West Bengal,5839.88,2017-07-04 11:00:00
153348,West Bengal,5969.83,2017-07-04 12:00:00
153349,West Bengal,5916.26,2017-07-04 13:00:00
153350,West Bengal,5959.13,2017-07-04 14:00:00
153351,West Bengal,5885.25,2017-07-04 15:00:00
153352,West Bengal,5774.41,2017-07-04 16:00:00
153353,West Bengal,5703.84,2017-07-04 17:00:00
153354,West Bengal,6217.35,2017-07-04 18:00:00
153355,West Bengal,7099.52,2017-07-04 19:00:00
153356,West Bengal,7168.17,2017-07-04 20:00:00
153357,West Bengal,7156.72,2017-07-04 21:00:00
153358,West Bengal,6999.51,2017-07-04 22:00:00
153359,West Bengal,6784.55,2017-07-04 23:00:00
153360,West Bengal,6442.12,2017-07-05 00:00:00
153361,West Bengal,6117.65,2017-07-05 01:00:00
153362,West Bengal,5950.47,2017-07-05 02:00:00
153363,West Bengal,5835.53,2017-07-05 03:00:00
153364,West Bengal,5770.3,2017-07-05 04:00:00
153365,West Bengal,5255.02,2017-07-05 05:00:00
153366,West Bengal,4849.63,2017-07-05 06:00:00
153367,West Bengal,4815.18,2017-07-05 07:00:00
153368,West Bengal,4991.77,2017-07-05 08:00:00
153369,West Bengal,5380.59,2017-07-05 09:00:00
153370,West Bengal,5640.9,2017-07-05 10:00:00
153371,West Bengal,5845.99,2017-07-05 11:00:00
153372,West Bengal,5917.3,2017-07-05 12:00:00
153373,West Bengal,5945.42,2017-07-05 13:00:00
153374,West Bengal,6064.71,2017-07-05 14:00:00
153375,West Bengal,6099.53,2017-07-05 15:00:00
153376,West Bengal,5952.97,2017-07-05 16:00:00
153377,West Bengal,5832.89,2017-07-05 17:00:00
153378,West Bengal,6313.76,2017-07-05 18:00:00
153379,West Bengal,7302.33,2017-07-05 19:00:00
153380,West Bengal,7318.46,2017-07-05 20:00:00
153381,West Bengal,7240.02,2017-07-05 21:00:00
153382,West Bengal,7050.62,2017-07-05 22:00:00
153383,West Bengal,6879.23,2017-07-05 23:00:00
153384,West Bengal,6464.7,2017-07-06 00:00:00
153385,West Bengal,6143.29,2017-07-06 01:00:00
153386,West Bengal,5957.99,2017-07-06 02:00:00
153387,West Bengal,5803.91,2017-07-06 03:00:00
153388,West Bengal,5697.54,2017-07-06 04:00:00
153389,West Bengal,5201.62,2017-07-06 05:00:00
153390,West Bengal,4844.6,2017-07-06 06:00:00
153391,West Bengal,4859.64,2017-07-06 07:00:00
153392,West Bengal,5005.53,2017-07-06 08:00:00
153393,West Bengal,5315.26,2017-07-06 09:00:00
153394,West Bengal,5609.58,2017-07-06 10:00:00
153395,West Bengal,5773.51,2017-07-06 11:00:00
153396,West Bengal,5805.66,2017-07-06 12:00:00
153397,West Bengal,5705.8,2017-07-06 13:00:00
153398,West Bengal,5717.06,2017-07-06 14:00:00
153399,West Bengal,5771.87,2017-07-06 15:00:00
153400,West Bengal,5740.04,2017-07-06 16:00:00
153401,West Bengal,5635.18,2017-07-06 17:00:00
153402,West Bengal,6097.57,2017-07-06 18:00:00
153403,West Bengal,7261.67,2017-07-06 19:00:00
153404,West Bengal,7297.83,2017-07-06 20:00:00
153405,West Bengal,7297.06,2017-07-06 21:00:00
153406,West Bengal,7122.67,2017-07-06 22:00:00
153407,West Bengal,6862.37,2017-07-06 23:00:00
153408,West Bengal,6488.94,2017-07-07 00:00:00
153409,West Bengal,6188.09,2017-07-07 01:00:00
153410,West Bengal,6025.05,2017-07-07 02:00:00
153411,West Bengal,5912.15,2017-07-07 03:00:00
153412,West Bengal,5812.82,2017-07-07 04:00:00
153413,West Bengal,5319.35,2017-07-07 05:00:00
153414,West Bengal,4925.06,2017-07-07 06:00:00
153415,West Bengal,4968.59,2017-07-07 07:00:00
153416,West Bengal,5219.23,2017-07-07 08:00:00
153417,West Bengal,5596.6,2017-07-07 09:00:00
153418,West Bengal,5958.19,2017-07-07 10:00:00
153419,West Bengal,6132.73,2017-07-07 11:00:00
153420,West Bengal,6058.37,2017-07-07 12:00:00
153421,West Bengal,5791.88,2017-07-07 13:00:00
153422,West Bengal,5901.01,2017-07-07 14:00:00
153423,West Bengal,6022.08,2017-07-07 15:00:00
153424,West Bengal,5960.66,2017-07-07 16:00:00
153425,West Bengal,5808.72,2017-07-07 17:00:00
153426,West Bengal,6254.78,2017-07-07 18:00:00
153427,West Bengal,7373.02,2017-07-07 19:00:00
153428,West Bengal,7410.3,2017-07-07 20:00:00
153429,West Bengal,7407.09,2017-07-07 21:00:00
153430,West Bengal,7253.71,2017-07-07 22:00:00
153431,West Bengal,7019.3,2017-07-07 23:00:00
153432,West Bengal,6678.49,2017-07-08 00:00:00
153433,West Bengal,6382.55,2017-07-08 01:00:00
153434,West Bengal,6215.26,2017-07-08 02:00:00
153435,West Bengal,6133.1,2017-07-08 03:00:00
153436,West Bengal,6010.44,2017-07-08 04:00:00
153437,West Bengal,5519.14,2017-07-08 05:00:00
153438,West Bengal,5147.75,2017-07-08 06:00:00
153439,West Bengal,5157.32,2017-07-08 07:00:00
153440,West Bengal,5288.34,2017-07-08 08:00:00
153441,West Bengal,5618.21,2017-07-08 09:00:00
153442,West Bengal,5894.8,2017-07-08 10:00:00
153443,West Bengal,6145.24,2017-07-08 11:00:00
153444,West Bengal,6204.39,2017-07-08 12:00:00
153445,West Bengal,6184.81,2017-07-08 13:00:00
153446,West Bengal,6327.17,2017-07-08 14:00:00
153447,West Bengal,6344.05,2017-07-08 15:00:00
153448,West Bengal,6098.57,2017-07-08 16:00:00
153449,West Bengal,5837.85,2017-07-08 17:00:00
153450,West Bengal,6242.6,2017-07-08 18:00:00
153451,West Bengal,7459.21,2017-07-08 19:00:00
153452,West Bengal,7516.3,2017-07-08 20:00:00
153453,West Bengal,7407.09,2017-07-08 21:00:00
153454,West Bengal,7253.71,2017-07-08 22:00:00
153455,West Bengal,7019.3,2017-07-08 23:00:00
153456,West Bengal,6678.49,2017-07-09 00:00:00
153457,West Bengal,6382.55,2017-07-09 01:00:00
153458,West Bengal,6215.26,2017-07-09 02:00:00
153459,West Bengal,6133.1,2017-07-09 03:00:00
153460,West Bengal,6010.44,2017-07-09 04:00:00
153461,West Bengal,5519.14,2017-07-09 05:00:00
153462,West Bengal,5147.75,2017-07-09 06:00:00
153463,West Bengal,5157.32,2017-07-09 07:00:00
153464,West Bengal,5145.2,2017-07-09 08:00:00
153465,West Bengal,4868.53,2017-07-09 09:00:00
153466,West Bengal,5040.51,2017-07-09 10:00:00
153467,West Bengal,5240.68,2017-07-09 11:00:00
153468,West Bengal,5388.93,2017-07-09 12:00:00
153469,West Bengal,5561.21,2017-07-09 13:00:00
153470,West Bengal,5767.98,2017-07-09 14:00:00
153471,West Bengal,5781.12,2017-07-09 15:00:00
153472,West Bengal,5504.8,2017-07-09 16:00:00
153473,West Bengal,5201.15,2017-07-09 17:00:00
153474,West Bengal,5696.27,2017-07-09 18:00:00
153475,West Bengal,7009.28,2017-07-09 19:00:00
153476,West Bengal,7189.76,2017-07-09 20:00:00
153477,West Bengal,7236.76,2017-07-09 21:00:00
153478,West Bengal,7176.27,2017-07-09 22:00:00
153479,West Bengal,7034.84,2017-07-09 23:00:00
153480,West Bengal,6678.49,2017-07-10 00:00:00
